Annual_Spend,Num_Orders,Avg_Basket,RecencyDays,ReturnsRate%,cluster
541.1241876774131,7,55.13420751624939,56.173578631779,7.145395177902887,0
432.01257666937784,4,43.30568228666831,95.78808376848815,12.787937213080328,0
478.29903872845915,11,51.633878525802075,80.12610500248188,18.24353550253893,0
579.2714559361166,6,63.61528571247597,115.2282581080296,14.313628351091293,0
549.4046392119974,4,40.74780164998684,38.93620390366025,6.903702780676539,0
321.81776960988714,8,44.362762623265034,82.55249017419051,2.0841466371868225,0
476.0070734020471,5,74.01046789409497,129.58980345505066,7.986656930512202,0
387.8914233361842,7,87.23687754403649,16.159453018285884,4.556603899054279,0
391.74249185651536,3,73.0113470208319,58.58424612428408,18.67389450949887,0
432.8478801550698,7,53.449433900195835,80.55878942292736,5.775699454953441,0
411.5234856928702,5,69.0203624474637,72.46075088473677,0.4491453778218851,0
516.341880557038,7,58.18679081354709,53.74408656202851,5.731600971636493,0
460.8830180117595,10,52.01121340356157,41.658550351626936,3.3298424008967076,0
409.7340013194263,8,54.5773525917814,68.80210887825972,2.6551520393245367,0
435.50905861963406,7,74.15094686115623,37.00561129965814,4.461223091725727,0
426.69394618994136,5,52.26635387474227,39.52312852711613,8.29816323925434,0
519.5263258526085,5,51.44287342344461,59.506402902773104,14.227229305434891,0
383.58733889873594,8,52.427170294523016,72.65344318837097,5.696507503847067,0
425.0454161320721,6,73.24456078363093,130.44536828772888,1.7790232126218146,0
331.672340855862,5,55.28351255440864,96.37242631337796,18.03339795183594,0
195.76081473327372,4,72.06877836801584,138.64985856951384,24.89290713148537,0
452.28948763522885,9,81.78314859305176,82.72471331268918,9.17316169142737,0
469.15489590876047,7,65.31649117317953,23.23919378869462,11.134491098935225,0
340.62679836748464,5,67.06132496341996,120.8580839967681,3.254597470751947,0
581.5803699190086,8,59.17433732744017,18.984278841155128,4.749803537345089,0
283.6507460320988,12,47.849457718569056,57.154497297731496,9.474047638678499,0
403.66068138411566,3,63.90396335181966,31.955057840803057,16.693856515992568,0
385.0252919979333,7,59.31542944192834,39.15999395645578,7.807007973352037,0
522.6223371486766,3,45.78870425562127,85.32074132229747,7.846695497390171,0
517.5487015920228,5,50.912119399167516,258.8297464941101,6.005039598320034,0
412.3957940557533,3,71.36817670280891,54.08858386231417,18.223294692609233,0
430.2530015681739,7,50.946619269419,46.842184190648126,16.374990400984473,0
328.97714018959095,8,63.707204356839,64.06256592688526,1.1069881063864775,0
241.53628254208584,6,56.94176444110071,107.53495383507186,7.833214817530869,0
372.1670280539078,5,64.11127318045277,111.83433936794245,21.922557554390295,0
412.5079175283184,6,60.79242466259813,62.44310943435838,24.117401017916098,0
498.4232544582177,7,57.002963312902246,67.0061977439745,4.558725939471088,0
496.1903879027529,2,30.785826233193557,86.06265490899317,22.296570039540903,0
369.01385460736384,2,63.46654276991852,79.52241076999763,9.22334581809392,0
375.81577995397316,4,69.7635806118376,111.17986078390328,4.364827896629247,0
316.1157627946326,5,59.16179124070117,127.91097333565831,4.128721430659046,0
286.398565025682,9,75.44263536381527,31.902945460482613,13.51381119676493,0
263.498384749999,7,72.95060881855102,85.6063550169425,7.44587454613867,0
556.0620316185432,5,68.16470424470674,58.66822256189047,1.7358114539085243,0
359.22782545986774,8,57.35596139588819,56.6863969690399,13.718889474991405,0
364.9540558711051,4,52.241001021124454,23.776969647495797,12.934436437176489,0
299.7763711960059,5,58.40160504325555,226.4508958349776,9.448258907382847,0
462.1992284665528,9,54.00582853177208,177.5555540952049,20.60065194113391,0
270.8881721953639,8,67.24812428532327,66.55464432466472,5.784512589662903,0
382.9807775828825,4,58.09526575941875,79.18691437167425,11.236624185141936,0
328.36267510450597,5,77.37863254988811,84.51581008280402,9.881615343980355,0
430.95219982874096,7,65.64870311267161,74.8753961455474,4.6201786944906935,0
359.13558899449015,6,58.537799683194045,29.47226883695467,6.264106808675758,0
305.54942527020705,10,69.78322774098645,107.62431689543662,2.0356463359465264,0
397.74542173290763,7,46.64567235183165,42.48815275682979,8.67526692736691,0
434.2665496424334,10,50.374245098634745,216.67266728867745,9.103470784143479,0
405.32137779065346,3,57.84799324752667,176.60810868380284,4.308383152570064,0
424.1977518191825,8,66.13416368636227,80.11168595914121,9.300075251457638,0
349.2542325055229,4,46.99086491656455,92.87366905872345,9.057729459788488,0
370.9807067210289,9,69.01530029242754,42.789899414928335,5.449026601437438,0
346.2031641779239,6,60.028709123447186,182.53315177232304,0.8872458137919483,0
371.2357470767567,3,50.66303583618623,78.76328271493342,3.129815983365162,0
334.9482974364437,4,61.9378829994972,94.68026211532298,6.129453288955626,0
261.89739181346584,6,66.91308639609464,112.45688718288663,21.37737039647812,0
414.1940913803002,8,66.50363846034648,43.77596242205932,12.783810611288992,0
367.85752510333907,13,49.61963059646342,339.5645414107858,5.477889664848506,0
269.58413224271646,7,52.64972489205022,46.50395609597214,3.3634864815715195,0
437.02258044206195,5,71.00499007626811,69.7739126310333,10.105536121799746,0
327.4161308493406,4,78.63930908745266,83.94043666096148,10.625123883183434,0
404.1556316636911,5,66.0654209425046,72.06412279160294,1.4231159805019444,0
458.3272449742029,6,63.79534924962644,41.65438967300309,7.303128320657525,0
410.31863286059286,9,59.61428066121394,145.25725649558933,7.905937072453065,0
491.15205476346404,9,59.28024325818061,68.06289222016684,7.053200574745398,0
301.2139343717078,5,46.23042920165887,118.63266006514198,2.1036390711713344,0
432.18733129420394,6,54.714429543340124,97.33432000707886,5.150329990048519,0
345.21519272477497,6,45.68906998490566,92.96716392530926,5.503864364330738,0
330.33622806544946,8,69.68282818911709,91.53018551948432,11.14661412715678,0
353.6920268188468,5,58.27466923708254,147.5793777314856,1.597499031392096,0
375.07579742981017,10,50.47051089123937,110.39928851286463,4.2096816296373305,0
404.49322737837963,6,79.7218982994271,126.6046040968358,6.21831664727156,0
306.7880127373315,4,71.83110721272016,69.64932473673348,5.036634319340765,0
472.066118956335,5,49.033067744134534,97.27039679452386,2.769123313257675,0
437.2529951784368,4,70.41672739304614,112.59382496097473,9.370386591678793,0
277.10050509782207,11,59.88248549423985,199.81446855661324,7.492692130142216,0
519.060175503648,4,57.316503738125114,27.74876996054882,2.2874024481657833,0
551.6711340824467,6,68.02140745626197,122.72228439485309,0.3231122454476743,0
494.30236569277207,2,43.5537097565266,25.218857106890937,2.711798194255525,0
385.60601313501195,3,64.37715578310116,82.99332020838438,5.891507555526117,0
