Annual_Spend,Num_Orders,Avg_Basket,RecencyDays,ReturnsRate%,cluster
608.7647111370898,9,46.89802694367792,134.34876312157388,6.346069984804361,0
486.0141487530501,9,70.79130649054235,135.0108422947983,6.321602921794592,0
538.0864185695166,4,58.97237314982206,71.97358293025471,3.110205966302553,0
651.6803879281313,9,58.17685744577044,59.51569137223741,22.635643262401032,0
618.080219113497,4,40.00732408004668,42.71927377580271,10.91437470088395,0
362.044990811123,9,58.21628895719664,72.59863541783363,1.2609857125029584,0
535.507957577303,6,51.575055029085505,14.657236589665942,2.758168308582171,0
436.3778512532072,3,58.253863468501834,69.91985938302354,18.66819300837993,0
440.7103033385798,4,57.80755848143127,132.81709791632105,2.1658791316388935,0
486.95386517445354,6,55.53535208667037,189.84641067485563,6.260521224901206,0
462.96392140447904,8,69.38838642911139,108.8103016414592,0.33531477952055017,0
580.8846156266677,13,64.47054152324156,102.15721847433404,19.062033119559736,0
518.4933952632294,7,71.27154514471546,104.083884439264,10.974754704247195,0
460.95075148435456,5,46.75172630040276,73.73840816505145,4.384681819181373,0
489.9476909470883,4,53.510440725521846,122.57374341203126,0.5557759579437944,0
480.03068946368404,5,59.59719181677713,293.55705089420496,6.319523578976669,0
584.4671165841845,6,55.93361030096566,46.22452614187648,7.632475813099482,0
431.53575626107795,9,59.20742274503262,28.03337359001948,2.0598927447813615,0
478.1760931485811,9,48.17896600691677,166.57689503990315,3.2956208339711477,0
373.1313834628448,5,52.838219427377595,224.78720365570697,9.576839423512313,0
220.2309165749329,6,43.58446045147987,22.6676316130865,4.481097776158514,0
508.82567358963246,6,51.09974448226761,72.84667837067119,26.840387968543595,0
527.7992578973556,8,66.94176720392014,84.99481706128343,17.438323083194575,0
383.20514816342023,5,57.8579311523405,160.66103295628028,7.918685465484391,0
654.2779161588846,10,75.05753238757508,119.22614940548334,8.77767264908907,0
319.1070892861112,6,54.04466125694321,76.87909644355402,2.253749974623807,0
454.11826655713014,4,61.190710808723296,236.1307281885811,13.937305261226015,0
433.153453497675,5,47.86747669847582,62.40613106326928,5.191585668260106,0
587.9501292922612,4,86.00671870417403,111.27556127913942,12.536842689507747,0
582.2422892910256,11,58.21379401299543,67.30048489898527,11.706804026672145,0
463.9452683127225,4,68.29629840299415,191.048858761544,13.162282503676284,0
484.03462676419565,6,64.13385020867153,144.34791776758888,11.121244432848107,0
370.0992827132899,2,54.161211851607234,79.87479380646283,7.661609413264387,0
271.7283178598466,3,46.6909871846431,108.73539898838554,20.79552536096973,0
418.68790656064624,4,61.56143124538807,24.56646657669102,12.91846815828213,0
464.0714072193582,7,54.432102556366665,140.9793377155165,5.519921726078446,0
560.7261612654949,9,58.44495698508268,19.891423012689067,4.879398724456417,0
558.214186390597,10,66.51302058797383,201.96442766780027,3.495423020860447,0
415.1405864332843,11,60.782411558403794,27.50477764453684,3.211470001927298,0
422.7927524482198,5,63.77116297368595,67.71685859057982,11.601945959210274,0
355.6302331439617,6,61.50046576055772,69.83878053318307,11.180267781353509,0
322.1983856538922,7,45.32750667349492,49.46932822971781,6.805690677660245,0
296.43568284374885,6,73.96062195701339,92.84774253354041,10.752633971264668,0
625.5697855708611,2,71.75852296434753,109.99484158762921,4.9945143459584465,0
404.1313036423512,10,48.638351457432826,192.27527520489022,8.506002090073899,0
410.5733128549932,3,65.05300611427171,134.47030704368694,3.5583113788178022,0
337.2484175955066,12,53.37975729838143,31.990670846035243,17.172802710929865,0
519.9741320248719,6,52.53083662936729,112.54065150187469,11.61256635888414,0
304.74919371978433,9,59.951583386649524,66.52805366739594,3.8063919945484943,0
430.8533747807428,10,77.47668230497699,223.1923623998104,10.984900341434665,0
369.4080094925692,7,70.57957561481885,94.77167060500753,5.15222343656993,0
484.8212248073336,4,66.05221358331858,27.355109158689746,4.878320063495044,0
404.02753761880143,6,48.49394364245949,94.21547241608279,11.79972224400394,0
343.7431034289829,7,85.54449418751378,89.49837583742882,11.126149518883253,0
447.46359944952104,6,68.73731045660676,38.510707785425375,5.687108491851389,0
488.5498683477376,6,36.51162580084888,65.24100568075694,12.30748839734455,0
455.9865500144851,8,63.99474335208492,100.20265552056759,6.1923359988626405,0
477.2224707965803,7,55.113052840819165,106.50105307938497,13.962568174084117,0
392.91101156871326,5,64.09982355948968,84.34524055523666,5.601857911338088,0
417.35329506115755,10,64.00640366809526,156.53776377479667,7.829480205444887,0
389.4785597001644,2,50.81480923529895,224.00890530719022,7.076811307866353,0
417.64021546135126,6,78.25885752307694,95.83875223974357,36.993563096573084,0
376.81683461599914,8,61.99784621419424,140.16330458744963,7.280584648084017,0
294.63456579014905,5,69.4134790651041,106.1710086987286,7.286736429825363,0
465.9683528028377,9,73.51423564748202,69.32341595525033,6.419329381905388,0
413.83971574125644,6,52.618424020480134,116.74542969161156,6.1829457842972655,0
303.28214877305595,5,50.88231515193476,84.00606111666004,16.321042467086958,0
491.6504029973197,5,71.21907348847766,94.21522429246937,9.69255904350916,0
368.3431472055082,8,73.92837432756858,145.3258745531374,21.581372999644188,0
454.6750856216525,5,46.22981429208863,60.88350825667472,22.84390680168907,0
515.6181505959784,6,80.11243186157662,30.29698565081422,7.902155594588474,0
461.608461968167,5,57.64496685666147,52.75528942528811,2.2420876249019885,0
552.546061608897,5,66.91784528512385,161.85279396928092,11.188183508433074,0
338.86567616817126,6,65.64388209104726,46.03650207955697,3.1478931724293586,0
486.21074770597943,4,50.286576801666726,158.290939027269,4.444073656638308,0
388.3670918153718,3,51.359518610527736,30.598471591624232,12.808675926086377,0
371.62825657363067,5,39.16407660705075,102.11610304550379,20.497657447545482,0
397.9035301712026,6,48.48849864373439,154.12595307917553,10.524450145882982,0
421.96027210853646,6,45.17524039257376,170.6774696739753,9.40190559787697,0
455.0548808006771,7,60.401905157702934,88.98232753220796,13.404085274521027,0
345.1365143294979,9,73.69402152722083,55.90655944200998,10.801851635517282,0
531.0743838258768,5,59.72855069333525,56.38852973359388,13.773383923563266,0
491.9096195757414,7,63.388541621827365,136.0462516038102,21.849469729904094,0
311.73806823504987,5,67.78003543367929,156.7504754152143,11.376712223781928,0
583.942697441604,10,66.797094410203,111.52867564384424,2.174534327850639,0
620.6300258427525,3,56.14168499888498,41.051659799243545,8.730804955718298,0
556.0901614043686,9,45.366549391665,97.21050750607138,5.409656695067656,0
433.80676477688843,10,55.70194489959349,135.49242177748076,11.55902913314552,0
353.6322640640512,8,60.62959355263905,85.65680863514297,10.932378654744637,0
544.9006554238023,7,51.283547872291905,53.56257291797252,5.058006348960652,0
413.7140747724138,5,63.61960710701049,76.74449844651691,10.031297195495418,0
560.0200563344184,7,57.07287904057858,66.90352529209343,16.817699079362782,0
468.7447480269174,5,66.21821527510892,127.39587742848856,11.558969005011235,0
537.8975132835342,9,51.96760523815175,71.92314843348804,4.601559923238307,0
482.07297574569617,3,50.78032340690616,49.98080285543364,2.044742443171945,0
